Date,Close,High,Low,Open,Volume,Ticker,MA20,MA50,Daily Return,Volatility20
2024-01-02,362.4599914550781,362.5700073242188,355.94000244140625,356.32000732421875,4737000,BRK-B,,,,
2024-01-03,366.75,367.8500061035156,361.0700073242188,362.0799865722656,4321800,BRK-B,,,0.011835812630519138,
2024-01-04,363.6799926757813,369.3699951171875,363.4100036621094,367.4100036621094,4142800,BRK-B,,,-0.008370844783145759,
2024-01-05,365.5899963378906,366.2999877929688,364.1900024414063,364.8299865722656,2965200,BRK-B,,,0.005251879950987748,
2024-01-08,368.1799926757813,368.2999877929688,364.2000122070313,366.010009765625,3445700,BRK-B,,,0.007084428906246387,
2024-01-09,366.8999938964844,368.0,364.7699890136719,368.0,2998800,BRK-B,,,-0.003476557131729008,
2024-01-10,367.9200134277344,368.8299865722656,365.75,366.260009765625,2448100,BRK-B,,,0.0027801023391071933,
2024-01-11,363.3399963378906,367.8900146484375,362.1300048828125,367.80999755859375,3577800,BRK-B,,,-0.012448404334338692,
2024-01-12,363.6199951171875,366.8500061035156,362.5700073242188,366.510009765625,2623100,BRK-B,,,0.0007706247099659169,
2024-01-16,361.1000061035156,363.6000061035156,359.8900146484375,362.9400024414063,3046500,BRK-B,,,-0.006930281743334099,
2024-01-17,359.2900085449219,362.5299987792969,357.9800109863281,359.010009765625,2550300,BRK-B,,,-0.005012455076156663,
2024-01-18,362.3800048828125,362.6400146484375,358.29998779296875,359.25,3007800,BRK-B,,,0.008600284629134869,
2024-01-19,366.989990234375,368.30999755859375,361.0199890136719,362.25,4063700,BRK-B,,,0.012721412024521817,
2024-01-22,368.05999755859375,369.2699890136719,366.5299987792969,368.0499877929688,3552500,BRK-B,,,0.0029156308147135768,
2024-01-23,372.1400146484375,372.4200134277344,367.7099914550781,368.0199890136719,2896300,BRK-B,,,0.011085195666215242,
2024-01-24,376.5899963378906,377.7900085449219,372.0299987792969,372.5299987792969,4589300,BRK-B,,,0.011957815645428527,
2024-01-25,380.8500061035156,380.989990234375,377.8900146484375,379.239990234375,4055800,BRK-B,,,0.011312063004994766,
2024-01-26,385.3999938964844,385.7300109863281,380.0,381.0499877929688,3621400,BRK-B,,,0.011946928502167387,
2024-01-29,383.1799926757813,385.7000122070313,379.1700134277344,385.489990234375,3797400,BRK-B,,,-0.005760252350443307,
2024-01-30,387.1499938964844,387.6400146484375,380.0799865722656,383.239990234375,3090900,BRK-B,369.57849884033203,,0.010360669389286592,
2024-01-31,383.739990234375,387.9200134277344,383.5499877929688,386.5299987792969,3856400,BRK-B,370.6424987792969,,-0.00880796517078375,0.008486170112447688
2024-02-01,386.4400024414063,386.5499877929688,381.4800109863281,384.0,2947100,BRK-B,371.6269989013672,,0.007036045957530268,0.008285385191027608
2024-02-02,390.75,392.0700073242188,386.4400024414063,386.6799926757813,3806800,BRK-B,372.9804992675781,,0.0111530833541158,0.008065706811137871
2024-02-05,390.760009765625,393.3699951171875,389.2900085449219,389.9500122070313,3651900,BRK-B,374.23899993896487,,2.56168026231407e-05,0.00809490114316823
2024-02-06,393.739990234375,393.9299926757813,390.0,390.2900085449219,2573400,BRK-B,375.51699981689455,,0.007626114224271285,0.008108892390236724
2024-02-07,397.6600036621094,399.1499938964844,394.3599853515625,394.6000061035156,3426800,BRK-B,377.0550003051758,,0.009955842751458777,0.008066150898845062
2024-02-08,397.489990234375,398.6499938964844,394.8500061035156,397.2200012207031,3357700,BRK-B,378.5334991455078,,-0.0004275346430837601,0.008124707763361836
2024-02-09,398.3599853515625,398.3599853515625,395.8200073242188,397.30999755859375,2509800,BRK-B,380.2844985961914,,0.0021887220774403637,0.007178310864335987
2024-02-12,397.7099914550781,399.4800109863281,396.1900024414063,398.6499938964844,2817900,BRK-B,381.98899841308594,,-0.0016316746670997917,0.00726595620503658
2024-02-13,394.7999877929688,399.7099914550781,392.1000061035156,397.1799926757813,3458500,BRK-B,383.6739974975586,,-0.00731689855581108,0.007298452386574425
2024-02-14,398.6799926757813,398.8599853515625,393.5499877929688,395.1499938964844,2669200,BRK-B,385.64349670410155,,0.00982777356327369,0.007030285541762748
2024-02-15,403.4500122070313,404.2699890136719,398.2999877929688,399.1400146484375,3076000,BRK-B,387.6969970703125,,0.011964532002811445,0.007154114616264016
2024-02-16,405.989990234375,406.739990234375,402.5899963378906,404.4400024414063,3532200,BRK-B,389.6469970703125,,0.006295644938635769,0.006949690961193432
2024-02-20,407.1499938964844,411.1099853515625,406.05999755859375,406.4700012207031,3530700,BRK-B,391.601496887207,,0.0028572223207761205,0.006950662928488085
2024-02-21,409.25,409.4800109863281,406.7000122070313,408.260009765625,2717600,BRK-B,393.45699615478514,,0.005157819317196166,0.006806106354762158
2024-02-22,415.1600036621094,416.260009765625,411.0,411.2999877929688,3687600,BRK-B,395.38549652099607,,0.01444105965084752,0.006964629106443775
2024-02-23,417.2200012207031,420.55999755859375,416.5199890136719,417.6799926757813,4015600,BRK-B,397.2039962768555,,0.004961936459250804,0.00680022542394992
2024-02-26,409.1400146484375,430.0,408.8500061035156,422.0,7432300,BRK-B,398.3909973144531,,-0.019366249337580133,0.008427839891627008
2024-02-27,408.9100036621094,409.9599914550781,401.7099914550781,409.2099914550781,4609100,BRK-B,399.67749786376953,,-0.0005621815957692622,0.008220180108490686
2024-02-28,412.1400146484375,414.6700134277344,407.7099914550781,408.5,4067400,BRK-B,400.9269989013672,,0.007899075487028506,0.008126588023188521
2024-02-29,409.3999938964844,413.7900085449219,408.3800048828125,413.1000061035156,4845200,BRK-B,402.20999908447266,,-0.006648276446271306,0.007972014427136902
2024-03-01,407.1099853515625,410.3900146484375,405.4500122070313,409.4800109863281,3282100,BRK-B,403.24349822998045,,-0.005593572494045795,0.00815623526089954
2024-03-04,403.3900146484375,405.9500122070313,401.4299926757813,405.0,4179400,BRK-B,403.87549896240233,,-0.009137507889698693,0.008302274078879264
2024-03-05,400.739990234375,403.3299865722656,398.7799987792969,402.5499877929688,4711700,BRK-B,404.37449798583987,,-0.0065693852545458675,0.008497845177970215
2024-03-06,403.9599914550781,407.4400024414063,401.7000122070313,402.1799926757813,3839100,BRK-B,404.885498046875,,0.008035138242180162,0.008514357079696
2024-03-07,402.3900146484375,406.3999938964844,399.5700073242188,406.1099853515625,4181300,BRK-B,405.1219985961914,,-0.0038864660853801247,0.008335862431965954
2024-03-08,403.1499938964844,403.3599853515625,400.010009765625,401.0799865722656,3410600,BRK-B,405.4049987792969,,0.0018886632878076792,0.008336567295248757
2024-03-11,404.760009765625,405.010009765625,402.739990234375,403.2999877929688,2431700,BRK-B,405.725,,0.003993590210878306,0.00836279963550767
2024-03-12,404.9800109863281,407.2000122070313,404.1000061035156,406.7799987792969,2616700,BRK-B,406.0885009765625,,0.0005435349723172944,0.008343214552226303
2024-03-13,408.1300048828125,409.0,404.1499938964844,405.2999877929688,3584600,BRK-B,406.7550018310547,389.1623992919922,0.007778146602378078,0.00823914969768599
2024-03-14,406.7300109863281,409.0799865722656,403.3399963378906,409.0799865722656,3734700,BRK-B,407.15750274658205,390.0477996826172,-0.0034302645719134217,0.00808214361718779
2024-03-15,408.1300048828125,408.4599914550781,402.5,404.2699890136719,7548800,BRK-B,407.3915023803711,390.8753997802734,0.0034420717888246077,0.0076905324181124135
2024-03-18,408.4100036621094,410.6000061035156,406.0,408.7000122070313,3775700,BRK-B,407.5125030517578,391.77,0.0006860529143826177,0.0075734690723512415
2024-03-19,411.760009765625,412.1900024414063,408.0899963378906,409.0799865722656,2795800,BRK-B,407.74300384521484,392.6934002685547,0.00820255643465373,0.007759583158693526
2024-03-20,416.1099853515625,416.30999755859375,411.5499877929688,412.0199890136719,2932900,BRK-B,408.086003112793,393.6520001220703,0.010564346907834699,0.008016933582263634
2024-03-21,413.7799987792969,417.8299865722656,413.510009765625,416.7000122070313,3401600,BRK-B,408.01700286865236,394.58960021972655,-0.005599448833935261,0.007463723375736659
2024-03-22,411.6000061035156,414.3500061035156,411.3999938964844,413.0,2999600,BRK-B,407.73600311279296,395.4632000732422,-0.005268482483958836,0.007446215819912989
2024-03-25,409.9200134277344,411.0700073242188,408.9200134277344,410.6700134277344,2804200,BRK-B,407.77500305175784,396.3948004150391,-0.004081614798029709,0.006084134941883636
2024-03-26,411.5700073242188,412.6600036621094,408.6000061035156,410.0,2935100,BRK-B,407.90800323486326,397.3538006591797,0.00402516062264735,0.006143529127695645
2024-03-27,416.9299926757813,417.2099914550781,413.3999938964844,413.6499938964844,2926000,BRK-B,408.1475021362305,398.470400390625,0.013023265194686884,0.006567490040491079
