Date,Close,High,Low,Open,Volume,Ticker,MA20,MA50,Daily Return,Volatility20
2024-01-02,137.34628295898438,138.61865088876826,135.66635564773884,137.72402240207782,23711200,GOOGL,,,,
2024-01-03,138.09181213378906,138.79758606869683,136.26278512567,136.43176983282882,24212100,GOOGL,,,0.0054280986623229666,
2024-01-04,135.57691955566406,138.33041063343282,135.53716468682427,137.5948166333857,27137700,GOOGL,,,-0.01821174289239158,
2024-01-05,134.92083740234375,136.34232030293649,134.34429326910825,135.9347608896078,22513900,GOOGL,,,-0.004839187639537279,
2024-01-08,138.0122833251953,138.18126802755836,135.4476625165021,135.47748245410608,21404000,GOOGL,,,0.02291303539447087,
2024-01-09,140.10971069335938,140.64649992811707,137.3264001150245,137.67431962524975,24759600,GOOGL,,,0.015197396330455248,
2024-01-10,141.43177795410156,142.14748679333994,140.0699502420222,140.15941005497154,21320200,GOOGL,,,0.009435943120570833,
2024-01-11,141.2329864501953,144.3542666130374,139.8015686385795,142.6345843213877,24008700,GOOGL,,,-0.001405564624739175,
2024-01-12,141.799560546875,142.34628465746482,140.9745220874098,141.8194455603022,18785500,GOOGL,,,0.004011627247431315,
2024-01-16,141.64053344726562,143.4894454306052,140.60672504377365,141.1534491833298,22670500,GOOGL,,,-0.0011214921893697438,
2024-01-17,140.62661743164062,140.99440679579797,138.07193139459451,140.50733767414584,20968600,GOOGL,,,-0.007158374731781825,
2024-01-18,142.62461853027344,143.3502774482293,141.14351109286378,141.20315096714583,25746400,GOOGL,,,0.014207844397623015,
2024-01-19,145.50733947753906,145.57691427522653,143.51926276454773,143.87711717959905,34271900,GOOGL,,,0.020211945013221877,
2024-01-22,145.1196746826172,147.50536082819642,144.97055981862937,146.2230579377077,32200400,GOOGL,,,-0.0026642284596353205,
2024-01-23,146.16342163085938,146.30258642106327,144.63260893861647,145.02028336617195,21636100,GOOGL,,,0.0071923186881786005,
2024-01-24,147.81349182128906,148.9566449642349,147.2170779434145,147.65444205339423,25233500,GOOGL,,,0.011289214305594042,
2024-01-25,150.964599609375,152.1375727515736,148.64848842992274,149.17534271068604,29149100,GOOGL,,,0.021318133745840573,
2024-01-26,151.28271484375,151.63061920219218,150.1097415799662,150.19921656843243,26115500,GOOGL,,,0.0021072174218201845,
2024-01-29,152.59481811523438,152.86321271051057,150.52721657496457,151.15346557466864,27784300,GOOGL,,,0.008673186972084412,
2024-01-30,150.55706787109375,152.70417936075472,150.28867324695258,151.8890757322313,36331800,GOOGL,143.17085342407228,,-0.013353993728684732,
2024-01-31,139.26478576660156,143.14152945556077,139.03614601400025,142.7637900102388,71910000,GOOGL,143.26677856445312,,-0.07500333437790241,0.021048973679993793
2024-02-01,140.31846618652344,142.2071331063445,139.950661659156,141.2727345701597,40466500,GOOGL,143.37811126708985,,0.007566021906555642,0.021078526673325743
2024-02-02,141.53118896484375,141.7697484679074,135.68623845463344,138.42977891461894,62499600,GOOGL,143.67582473754882,,0.008642645628040624,0.020639843592188727
2024-02-05,142.8234405517578,144.6027779128035,141.92881199298876,141.96858202589868,38505400,GOOGL,144.07095489501953,,0.009130507532407295,0.020619721197006013
2024-02-06,143.24095153808594,144.49343456686728,142.33637287783208,143.78766056974678,29128200,GOOGL,144.33238830566407,,0.002923266550050707,0.02008424545011293
2024-02-07,144.67234802246094,144.75187291787591,143.07194552581365,143.8969992519434,25208900,GOOGL,144.56052017211914,,0.009992927783605277,0.019938256500157292
2024-02-08,145.04014587402344,145.45764017984033,144.23497720081787,144.9606209822742,22563800,GOOGL,144.74093856811524,,0.0025422816218161337,0.019858726985689395
2024-02-09,148.11172485351562,148.54910418597495,145.30852922338417,145.805548434302,26829500,GOOGL,145.08487548828126,,0.02117743994935073,0.020324083533714794
2024-02-12,146.65049743652344,148.44970467927382,146.49144763760688,147.53519108723918,21564100,GOOGL,145.32742233276366,,-0.009865710621069113,0.020508835531172352
2024-02-13,144.27474975585938,145.7956274734982,142.83339693972232,144.05606006868558,27837700,GOOGL,145.45913314819336,,-0.01620006561309062,0.020898828183516974
2024-02-14,145.06996154785156,145.6465056202183,143.23098450378816,145.20912631236618,22704200,GOOGL,145.6813003540039,,0.005511787706011129,0.020826061446643496
2024-02-15,141.9188690185547,142.6643978311811,139.62264270251694,142.2866583790805,37590700,GOOGL,145.64601287841796,,-0.02172119228319702,0.02124216400082985
2024-02-16,139.6822967529297,142.33637777502577,139.3045572625034,142.13757310505238,31468900,GOOGL,145.3547607421875,,-0.015759513030875305,0.020959356885627275
2024-02-20,140.27870178222656,141.2329853719594,138.6584294162402,138.8274141332904,25144700,GOOGL,145.11271209716796,,0.004269725249089973,0.021002050426840863
2024-02-21,141.70018005371094,141.83934482604272,139.84131789092322,140.60673172265933,23223300,GOOGL,144.88955001831056,,0.01013324370289026,0.021076118339443978
2024-02-22,143.23098754882812,144.13556612131504,141.94868470338366,144.0659761536674,27191900,GOOGL,144.6604248046875,,0.010803144318778823,0.02106107416552093
2024-02-23,143.10177612304688,143.8174698235782,142.57492181155052,142.8134964902759,19493800,GOOGL,144.26728363037108,,-0.0009021192131151157,0.02037700961309468
2024-02-26,136.74984741210938,141.59080876790532,136.57091264235652,141.2925942635304,53641800,GOOGL,143.54064025878907,,-0.044387490379404926,0.02238135827968321
2024-02-27,138.0520477294922,138.4198370568381,136.2727106298984,137.19717416142294,33099200,GOOGL,142.81350173950196,,0.009522499235107063,0.022409038646710254
2024-02-28,135.5669708251953,137.18724321039747,134.602752299903,137.07789837244195,37328600,GOOGL,142.06399688720703,,-0.018001014437440954,0.02252674018123502
2024-02-29,137.6345672607422,138.03217656436829,135.58683536038205,136.46159402974666,42133000,GOOGL,141.98248596191405,,0.015251476247949203,0.015795736178598196
2024-03-01,136.3224334716797,138.0421157563767,136.1037437975768,137.60473640817094,31151100,GOOGL,141.78268432617188,,-0.009533461071423499,0.01580073361368821
2024-03-04,132.55502319335938,134.85124940963942,131.12360550845185,134.85124940963942,55999400,GOOGL,141.33387603759766,,-0.027636025725017443,0.016655676601445953
2024-03-05,131.8790740966797,132.44568327120132,129.89099727574325,131.09379042625164,40194800,GOOGL,140.78665771484376,,-0.005099384997984346,0.01640610062980741
2024-03-06,130.6166229248047,132.78363424587957,130.06991400924693,132.32636996673963,35318600,GOOGL,140.1554412841797,,-0.009572793716685513,0.016372530801111732
2024-03-07,133.57888793945312,134.1355470286606,130.82539726481338,131.99835532166875,37738200,GOOGL,139.60076828002929,,0.022679081332196205,0.017187938140704052
2024-03-08,134.60275268554688,137.26676850108,133.20115480441683,133.4099095566839,39370400,GOOGL,139.07889862060546,,0.0076648695155916435,0.017325657109830365
2024-03-11,136.84927368164062,138.27075657412078,135.31846111910065,135.31846111910065,32437800,GOOGL,138.51577606201172,,0.01669000782875507,0.017014383434149575
2024-03-12,137.67433166503906,138.54909039502593,136.21309386282178,136.21309386282178,27563400,GOOGL,138.0669677734375,,0.006028954054354774,0.017087579653711448
2024-03-13,138.95660400390625,140.24885679697437,138.1613855169293,138.17132043927936,23347200,GOOGL,137.80106048583986,141.10733154296875,0.00931380834291562,0.017003438345171363
2024-03-14,142.2469024658203,142.73397157906638,139.6226416714672,140.34828546340808,42753400,GOOGL,137.65990753173827,141.20534393310547,0.023678604449929974,0.01787402665580239
2024-03-15,140.3383331298828,142.326409917111,139.19519504435547,141.65047109000807,49475400,GOOGL,137.58088073730468,141.25027435302735,-0.013417299799523552,0.017454704692005985
2024-03-18,146.7996063232422,151.24295987150686,146.2926521212949,147.7240700654103,69273700,GOOGL,137.9367462158203,141.4747280883789,0.04604068645577741,0.019894747369206413
2024-03-19,146.15345764160156,147.90295968023258,145.2091242410213,147.27672583276063,24070400,GOOGL,138.23048400878906,141.69938049316406,-0.004401569580628539,0.019952597238039278
2024-03-20,147.853271484375,147.97255123416053,145.86519475956715,147.1176776357803,21311500,GOOGL,138.53813858032225,141.89620025634767,0.011630336156273069,0.01998653675876359
2024-03-21,146.72007751464844,149.47355302951823,146.0242384832815,148.5789245146502,24755600,GOOGL,138.71259307861328,142.02840759277345,-0.00766431448117344,0.020000465460176607
2024-03-22,149.8711700439453,150.67633870083418,148.09183285873635,148.23099762452182,29211800,GOOGL,139.0510627746582,142.19719543457032,0.02147690065786856,0.020485363977362347
2024-03-25,149.17535400390625,149.48350348939044,146.9387675434042,149.04612415470731,19229300,GOOGL,139.67233810424804,142.35604278564452,-0.004642761111660287,0.017390112088993985
2024-03-26,149.77175903320312,151.35227639748427,149.08587013267535,149.32444480132642,22149100,GOOGL,140.2583236694336,142.5154867553711,0.003998013165641634,0.017349972268274734
2024-03-27,149.97056579589844,150.73597959681047,148.01230897049075,150.2787152673791,22879200,GOOGL,140.97850341796874,142.68208740234374,0.0013273981956187786,0.01656750294796028
2024-03-28,150.03021240234375,150.52723161549852,149.27474865876468,149.95070267592294,24485400,GOOGL,141.59828567504883,142.8701593017578,0.0003977220871893561,0.01642507783054017
2024-04-01,154.56304931640625,154.8115589373722,149.71213666144715,149.79166156029507,31730800,GOOGL,142.51031646728515,143.10892791748046,0.030212827413098386,0.01703748505096157
2024-04-02,153.63856506347656,153.77772982586723,151.24292899791672,152.58488683854392,24586000,GOOGL,143.56449356079102,143.27155242919923,-0.005981275971316924,0.015364199309880283
2024-04-03,153.99642944335938,154.15547923004883,151.8194828874924,152.6843066227274,24705000,GOOGL,144.670361328125,143.44908752441407,0.0023292614047454308,0.015131144761440243
2024-04-04,149.63259887695312,153.847327146,149.5530739849535,152.58489413321703,34724700,GOOGL,145.62116012573242,143.51847106933593,-0.028337219130209035,0.016764490498166494
2024-04-05,151.59085083007812,152.5053643067505,148.70814563552008,149.13557485238815,23459200,GOOGL,146.52175827026366,143.59401824951172,0.013087067709993683,0.01642462369417354
2024-04-08,153.92684936523438,154.34434366511644,151.70019793137476,151.8691826360064,20702000,GOOGL,147.48796310424805,143.6532632446289,0.015409891311809698,0.016545100855838994
2024-04-09,155.6664276123047,157.61473448376785,154.2648297550495,155.15945829450175,31079500,GOOGL,148.42882080078124,143.7409375,0.01130133082203666,0.016419979782306457
2024-04-10,155.2091522216797,155.6763514742328,153.75784951139988,155.2787421889128,22838600,GOOGL,149.3055618286133,143.7932241821289,-0.0029375337870788387,0.01655791714306321
2024-04-11,158.4596710205078,158.72805047789922,155.52726066236747,155.97457492584263,27166400,GOOGL,150.28071517944335,143.95127624511719,0.020942829416306097,0.016876316848901934
2024-04-12,156.7896728515625,159.26483393218646,156.20319383484278,157.01831260478323,25353700,GOOGL,151.00785369873046,144.3017739868164,-0.0105389475958787,0.01680115981692194
2024-04-15,153.93678283691406,158.29067575834455,153.6683882295846,157.9129363234232,27136500,GOOGL,151.68777618408203,144.5741403198242,-0.018195650024407928,0.017108187588813457
2024-04-16,153.47952270507812,154.7220707035578,152.51530424483212,153.270783135314,20779500,GOOGL,152.02177200317382,144.8131069946289,-0.0029704410044762986,0.014138267280170038
2024-04-17,154.54315185546875,156.14355429233336,153.658458282781,154.69225154891296,21763100,GOOGL,152.44125671386718,145.0475012207031,0.0069301046266248,0.014081576148921303
2024-04-18,155.07994079589844,156.00440448739968,153.6982278887579,154.41393682158994,19883000,GOOGL,152.80259017944337,145.28428100585938,0.0034733919554823522,0.013932402749355925
2024-04-19,153.17138671875,155.42785832971614,151.39206450205657,155.26880853162524,32615600,GOOGL,153.12515563964843,145.45426177978516,-0.012306904860508672,0.014147347661083156
2024-04-22,155.3483123779297,156.70020514284732,153.141546023905,153.39005561181028,26446200,GOOGL,153.39901275634764,145.66042510986327,0.014212351966081727,0.013714321197422004
2024-04-23,157.31651306152344,158.02228700536767,155.34832125977468,156.02427526479107,21151600,GOOGL,153.80607070922852,145.84452087402343,0.012669598101622936,0.013826480467343274
2024-04-24,158.1813507080078,158.61873007306042,156.23302858217997,156.55112818142686,22779100,GOOGL,154.22655029296874,146.07513793945313,0.005497437170795649,0.013837657562822035
2024-04-25,155.0699920654297,155.55707634707693,149.9705701649595,150.42783450771225,57109700,GOOGL,154.4815216064453,146.29104278564452,-0.019669566789333404,0.014725385283461699
2024-04-26,170.92491149902344,173.66846737746812,168.63861998959396,173.3304827708815,64665300,GOOGL,155.5262565612793,146.80814178466798,0.1022436334871546,0.026845615933115744
2024-04-29,165.1594696044922,168.53920917333764,164.22508627485573,168.05212491015862,45610000,GOOGL,156.0560775756836,147.27295379638673,-0.03373084615909949,0.027712792408000734
2024-04-30,161.8095703125,167.09786190634827,161.63065068019893,164.6227008180937,33562900,GOOGL,156.46462783813476,147.71549926757814,-0.02028281696480494,0.028155940557011372
2024-05-01,162.88314819335938,166.1237082225832,162.11773430617762,163.32052755746324,33493200,GOOGL,156.90896377563476,148.1675881958008,0.006634823136765,0.02816735122720023
2024-05-02,165.62667846679688,165.736023300885,162.91295779802104,163.80758631850716,24294500,GOOGL,157.70866775512695,148.6461181640625,0.016843548911398942,0.027305911093325173
2024-05-03,166.2429962158203,166.95870511487095,162.0779726740132,166.56108063327446,34662400,GOOGL,158.44127502441407,149.10635833740236,0.003721126057279367,0.027247944211417373
2024-05-06,167.09786987304688,167.13762473729062,165.04020299654744,166.46168587038568,21871300,GOOGL,159.09982604980468,149.58628021240236,0.005142313821851152,0.027137243092692605
2024-05-07,170.22906494140625,170.736019032057,167.38611469538,167.49545951898952,28039700,GOOGL,159.82795791625978,150.25586456298828,0.018738689312666423,0.027286631120846967
2024-05-08,168.37022399902344,169.13562262324956,167.7340400488051,167.99248456464255,19569100,GOOGL,160.48601150512695,150.8622280883789,-0.0109196449091854,0.027463880192229354
2024-05-09,168.94676208496094,169.67240582249744,167.17735989432276,168.38015295347512,15346700,GOOGL,161.0103660583496,151.5298239135742,0.0034242283002536844,0.027187200506480193
2024-05-10,167.6445770263672,168.8374352899596,165.1992509552131,167.02827804658122,29799900,GOOGL,161.55311126708983,152.13002410888672,-0.007707665080547099,0.027117282300878395
2024-05-13,168.13165283203125,168.27081760004594,163.02229610945983,163.2807406306808,31327600,GOOGL,162.2628547668457,152.76620849609375,0.00290540746562562,0.026627127541012444
