Date,Close,High,Low,Open,Volume,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,
2024-03-21,170.14813232421875,176.22450721449738,169.6219124199128,175.78764197696165,106181300,AAPL
2024-03-22,171.05166625976562,171.81618050845861,168.8474933401544,170.5353695457136,71160100,AAPL
2024-03-25,169.6318359375,170.71406054011143,168.24180892635403,169.3538335652694,54288300,AAPL
2024-03-26,168.49996948242188,170.19776864921857,168.37089153816484,168.7878951080797,57388400,AAPL
2024-03-27,172.07431030273438,172.36225110852925,168.89712909220745,169.19499314475576,60273300,AAPL
2024-03-28,170.25735473632812,171.00200728609337,169.29426955996547,170.5254338962422,65672700,AAPL
2024-04-01,168.8177032470703,170.02900599080004,168.2716216576847,169.96943620832081,46240500,AAPL
2024-04-02,167.6361846923828,168.13261974429108,167.0305333230549,167.87447897129715,49329500,AAPL
2024-04-03,168.44039916992188,169.46305411699578,167.37803608655156,167.5865303145986,47691700,AAPL
2024-04-04,167.6163330078125,170.69422114433502,167.6163330078125,169.0758380772312,53704400,AAPL
2024-04-05,168.37091064453125,169.17513298848516,167.74539764368038,168.3808338913719,42104800,AAPL
2024-04-08,167.24896240234375,167.99361496437555,167.04046816897213,167.82482886831443,37425500,AAPL
2024-04-09,168.4602508544922,168.86733118994096,167.14967033425899,167.49716574379335,42373800,AAPL
2024-04-10,166.583740234375,167.88439761067826,165.91851910107465,167.59647195447172,49709300,AAPL
2024-04-11,173.79196166992188,174.20898041040104,166.96102623293754,167.13973556457645,91070300,AAPL
2024-04-12,175.2912139892578,177.0883063929916,172.96790166012116,173.0175330436537,101670900,AAPL
2024-04-15,171.45872497558594,175.37063525095596,171.27007724910962,174.10968609239896,73531800,AAPL
2024-04-16,168.17233276367188,172.5210932508517,167.0702464097302,170.52542991803605,73711200,AAPL
2024-04-17,166.8021697998047,169.43326939438703,166.8021697998047,168.4006911997193,50901200,AAPL
2024-04-18,165.8489990234375,167.4375970919546,165.36250241682455,166.83194578270678,43122900,AAPL
2024-04-19,163.82354736328125,165.21355928091162,162.91010879598218,165.02492670994252,68149400,AAPL
2024-04-22,164.65757751464844,166.06745127090076,163.5952143613438,164.33986695337822,48116400,AAPL
2024-04-23,165.70999145507812,165.85893104014463,163.74411316214608,164.1710551260113,49537800,AAPL
2024-04-24,167.81491088867188,168.09291330855643,165.0249482926904,165.35258209827205,48251800,AAPL
2024-04-25,168.67869567871094,169.39356334150216,166.9510963019663,168.3212618473153,50558300,AAPL
2024-04-26,168.0928955078125,170.1183436596222,167.97374080476908,168.66876193087458,44838400,AAPL
2024-04-29,172.26296997070312,174.77493022282954,171.8658279731322,172.13389200399433,68169400,AAPL
2024-04-30,169.11557006835938,173.7423484830038,168.78792110938284,172.0941804408779,65934800,AAPL
2024-05-01,168.0928955078125,171.47858587357683,167.90424778215495,168.37089789825708,50383100,AAPL
2024-05-02,171.7963104248047,172.18352915382397,169.67156903864844,171.2800137361139,94214900,AAPL
2024-05-03,182.072509765625,185.66669440285864,181.3576421366733,185.3191838346203,163224100,AAPL
2024-05-06,180.4144287109375,182.88666551151155,179.1336178251023,181.04986495546194,78569700,AAPL
2024-05-07,181.0994873046875,183.5816623782166,180.02720100491794,182.1420038655686,77305800,AAPL
2024-05-08,181.4370574951172,181.76470639188162,180.15624679412957,181.54627379403868,45057100,AAPL
2024-05-09,183.25404357910156,183.34339825305352,180.81157644111198,181.25836496086742,48983000,AAPL
2024-05-10,181.9913787841797,184.01957427538,181.07670119634082,183.83067066594327,50759500,AAPL
2024-05-13,185.2026824951172,186.01794745703555,183.55227916041125,184.3675441223296,72044800,AAPL
2024-05-14,186.34603881835938,187.21101770983566,185.2126323262415,186.4255779791011,52393600,AAPL
2024-05-15,188.62281799316406,189.54743236218252,186.2864023770235,186.82328796013638,70400000,AAPL
2024-05-16,188.7421112060547,189.99483406684226,188.56315946625315,189.36847263644847,52845200,AAPL
2024-05-17,188.7719268798828,189.70649303935699,188.08591490450098,188.4140082479681,41282900,AAPL
2024-05-20,189.93516540527344,190.81008101901142,187.91690657220929,188.2350632210391,44361300,AAPL
2024-05-21,191.2375946044922,191.6153866469515,189.815856788038,189.98487181213304,42309400,AAPL
2024-05-22,189.79595947265625,191.70486886169914,189.1696132758398,191.15804664976199,34648500,AAPL
2024-05-23,185.79922485351562,189.89539287135,185.55067067436462,189.87550428926582,51005900,AAPL
2024-05-24,188.8813018798828,189.47783802324832,186.95251887628444,187.7280219308774,36327000,AAPL
2024-05-28,188.8912353515625,191.88382214222983,188.00638309980087,190.40243380522858,52280100,AAPL
2024-05-29,189.1894989013672,191.13817040866115,188.41401104911338,188.5134387924459,53068000,AAPL
2024-05-30,190.18373107910156,191.06858345257766,189.52755949973073,189.6567973718936,49889100,AAPL
2024-05-31,191.13816833496094,191.45632497373828,188.81170480343985,190.33285520255313,75158300,AAPL
2024-06-03,192.9078826904297,193.8623374845637,191.4066207978332,191.784412862338,50080500,AAPL
2024-06-04,193.2260284423828,194.19041988861153,191.91365507081835,193.51434462038463,47471400,AAPL
2024-06-05,194.7372283935547,195.76127042413225,193.74301165159252,194.269945311189,54156800,AAPL
2024-06-06,193.3552703857422,195.3635924798522,193.04706561878618,194.55827933508485,41181800,AAPL
2024-06-07,195.75132751464844,195.80104138427978,193.0172315608974,193.5242766218339,53103900,AAPL
2024-06-10,192.0031280517578,196.15896182874013,191.03873662001607,195.76126603853862,97010200,AAPL
2024-06-11,205.9519805908203,205.9619324668351,192.51018190883102,192.53005531977516,172373300,AAPL
2024-06-12,211.8377685546875,218.92652361101457,205.7034379048798,206.17072098738436,198134300,AAPL
2024-06-13,213.0010223388672,215.49650115847567,210.37629047483145,213.4981307613781,97862700,AAPL
2024-06-14,211.26112365722656,213.92561727783075,210.07800329190465,212.61325905037393,70122700,AAPL
2024-06-17,215.4169464111328,217.6837594401996,211.4897931914233,212.13602802573277,93728300,AAPL
2024-06-18,213.05068969726562,217.36560169939582,211.76815683093403,216.33160783720555,79943300,AAPL
2024-06-20,208.46737670898438,213.0010181769571,207.64219009381964,212.69279821776487,86172500,AAPL
2024-06-21,206.2900390625,210.66458669732776,205.91223184266303,209.17326157128963,241805100,AAPL
2024-06-24,206.936279296875,211.46990537136972,205.39524025887107,206.51871007112354,80727000,AAPL
2024-06-25,207.86090087890625,210.15753911842552,207.40355450398363,207.94042486793816,55549700,AAPL
2024-06-26,212.0167236328125,213.61741321993355,209.42181728774156,210.2768443064002,66213200,AAPL
2024-06-27,212.86181640625,214.49233130131694,211.1219370597224,213.4484006592916,49772700,AAPL
2024-06-28,209.4019012451172,214.82039400183035,209.08375981297516,214.5221259794497,82542700,AAPL
2024-07-01,215.49647521972656,216.25207446959737,210.6944066158183,210.86342163866271,60402900,AAPL
2024-07-02,218.99612426757812,219.10548871515067,213.85602557275527,214.89994100712372,58046200,AAPL
2024-07-03,220.26870727539062,220.26870727539062,217.76327700783267,218.7276683957665,37369800,AAPL
2024-07-05,225.03102111816406,225.14038557018992,220.36814201808318,220.36814201808318,60412400,AAPL
2024-07-08,226.50245666503906,226.53228195249955,221.95887904834774,225.77666754871936,59085900,AAPL
2024-07-09,227.35748291015625,228.07332019577044,225.0608446065374,226.6118203351868,48076100,AAPL
2024-07-10,231.6326141357422,231.73204187894612,227.9241899064988,227.97390377810078,62627700,AAPL
2024-07-11,226.25392150878906,231.04603853364384,224.46432825800636,230.0518217466028,64710600,AAPL
2024-07-12,229.2067108154297,231.2945719488415,227.3574671508641,227.59608461971035,53046500,AAPL
2024-07-15,233.04440307617188,235.8580383346859,231.7419815445035,235.11237576276483,62631300,AAPL
2024-07-16,233.46197509765625,234.9035862928846,230.98637002864072,233.64092682357534,43234300,AAPL
2024-07-17,227.5563201904297,230.12140106352723,225.3292693500046,228.12301581337556,57345900,AAPL
2024-07-18,222.88351440429688,229.1073212664266,220.98457185049298,228.9482429378798,66034600,AAPL
2024-07-19,223.0127410888672,225.48834608374398,221.9886991219942,223.5198013048721,49151500,AAPL
2024-07-22,222.664794921875,226.4626951020567,221.799816014305,225.69714393989972,48201800,AAPL
2024-07-23,223.70870971679688,225.6275559695254,221.3921828247117,223.07241159149987,39960300,AAPL
2024-07-24,217.27613830566406,223.49994534060758,215.87430411173648,222.70456884633313,61777600,AAPL
2024-07-25,216.23220825195312,219.57277716709376,213.3787958392943,217.663867640833,51391200,AAPL
2024-07-26,216.69949340820312,218.22064384945838,214.76075857434793,217.4352041073067,41601300,AAPL
2024-07-29,216.97787475585938,218.0317421116191,214.50226952108,215.70527849563507,36311800,AAPL
2024-07-30,217.5346221923828,219.05577256608925,214.87011348402856,217.92236610782675,41643800,AAPL
2024-07-31,220.795654296875,222.52559687691686,219.35404306544518,220.1593561933901,50036300,AAPL
2024-08-01,217.09715270996094,223.18175387696277,215.76490601283376,223.07238943641994,62501000,AAPL
2024-08-02,218.5885009765625,224.29531073215608,216.45094097639597,217.88260039056834,105568600,AAPL
2024-08-05,208.05975341796875,212.26528622278008,194.86649227009318,197.9386185328084,119548600,AAPL
2024-08-06,206.0315399169922,208.77558795019922,199.90717605667754,204.11270880558044,69660500,AAPL
2024-08-07,208.60655212402344,212.40445197195865,205.19638100586542,205.703426053809,63516400,AAPL
2024-08-08,212.0763702392578,212.96122253044004,207.6222834948103,211.87752992550045,47161100,AAPL
2024-08-09,214.9894561767578,215.52632659839892,210.7441459978426,210.87339904235876,42201600,AAPL
2024-08-12,216.52230834960938,218.49313190431408,214.60125621149956,215.06908018890428,38028100,AAPL
2024-08-13,220.24497985839844,220.86210287308924,217.99543949730662,217.99543949730662,44155300,AAPL
2024-08-14,220.69288635253906,221.99681536538918,218.68223972219693,219.54821978702563,41960600,AAPL
2024-08-15,223.67898559570312,224.30607198028108,221.72805861485108,223.55954635601313,46414000,AAPL
2024-08-16,225.00283813476562,225.77922361016536,222.6139468974481,222.88270038911833,44340200,AAPL
2024-08-19,224.8435821533203,224.94312498661264,222.0067784736323,224.6743714872065,40687800,AAPL
2024-08-20,225.46070861816406,226.11765487642407,224.4056213968942,224.72414631778543,30299000,AAPL
2024-08-21,225.3511962890625,226.92387876417723,224.00745927475182,225.47065071716546,34765500,AAPL
2024-08-22,223.4898681640625,227.28221598709214,222.86278176595104,226.7347608131935,43695300,AAPL
2024-08-23,225.78916931152344,227.16278137803022,223.29080225181497,224.61464290366072,38677300,AAPL
2024-08-26,226.12757873535156,226.2271215594374,222.8528263811224,225.70952621277567,30602200,AAPL
2024-08-27,226.97364807128906,227.78985670532606,223.84819475275475,224.95305327681544,35934600,AAPL
2024-08-28,225.44078063964844,228.79516410710562,224.6345202420592,226.864148811834,38052200,AAPL
2024-08-29,228.7255096435547,231.8410150307569,227.8197366882459,229.03408635152135,51906300,AAPL
2024-08-30,227.93917846679688,229.3326870197365,226.42621547495946,229.12366833084764,52990800,AAPL
2024-09-03,221.73802185058594,227.93915711237167,220.14542777805318,227.49124477575393,50190600,AAPL
2024-09-04,219.82691955566406,220.75260404502964,216.47252073588626,220.6331648046219,43840200,AAPL
2024-09-05,221.34982299804688,224.43545304440553,220.49380636570692,220.60329739500978,36615400,AAPL
2024-09-06,219.7970733642578,224.19659618640478,218.75193438162455,222.9125635200513,48423000,AAPL
2024-09-09,219.88662719726562,220.244960087071,215.7060869416041,219.79704777183977,67180000,AAPL
2024-09-10,219.09036254882812,220.45401129755572,215.7260152082313,217.90587267740597,51591000,AAPL
2024-09-11,221.62852478027344,222.05652550259597,216.88061769002928,220.4340868524661,44587100,AAPL
2024-09-12,221.73802185058594,222.5144072842174,218.80169076819996,221.46926837337423,37455600,AAPL
2024-09-13,221.4692840576172,223.00214343080088,220.8820208371711,222.54428285449177,36766600,AAPL
2024-09-16,215.31790161132812,216.213726272445,212.92901053484562,215.53686848493908,59357400,AAPL
2024-09-17,215.78570556640625,215.89519659483264,213.50632075947794,214.75053008791312,45519300,AAPL
2024-09-18,219.66766357421875,221.67831024616868,216.5322467283196,216.54221012404864,59894900,AAPL
2024-09-19,227.8097686767578,228.75538000957175,223.58941994126667,223.94775287051627,66781300,AAPL
2024-09-20,227.1428680419922,232.01021467188832,226.56555305015522,228.90467282845125,318679900,AAPL
2024-09-23,225.42088317871094,228.38707413181643,224.7639369712135,226.2868480598011,54146000,AAPL
2024-09-24,226.31671142578125,228.28755007923567,224.6843092769655,227.59078065470555,43556100,AAPL
2024-09-25,225.32135009765625,226.2370864319121,222.98224544035924,223.88801837861104,42308700,AAPL
2024-09-26,226.4660186767578,227.44147457763864,224.36579263659118,226.24703661091274,36636700,AAPL
2024-09-27,226.73475646972656,228.45675318264773,226.24703611440785,227.40166606122023,34026000,AAPL
2024-09-30,231.92063903808594,231.92063903808594,228.58615167195362,228.97434440874213,54541900,AAPL
2024-10-01,225.16209411621094,228.5861456381701,222.70353511874544,228.45675818805825,63285000,AAPL
2024-10-02,225.72946166992188,226.31672490502262,221.98688498556473,224.84358511910924,32880600,AAPL
2024-10-03,224.6245880126953,225.75930638603796,222.28548343692833,224.09704443839323,34044200,AAPL
2024-10-04,225.74935913085938,226.9437971307691,223.09172964492672,226.8442543024003,37245100,AAPL
2024-10-07,220.6630401611328,224.64451046166124,220.3047072265611,223.4600206171574,39505400,AAPL
2024-10-08,224.72413635253906,224.93315503301397,222.2158058701156,223.26094483680066,31855700,AAPL
2024-10-09,228.47666931152344,228.68570318762718,223.78849648056692,224.1866374402548,33591100,AAPL
2024-10-10,227.97898864746094,228.43686442668115,226.11765609380726,226.72483093793394,28183500,AAPL
2024-10-11,226.4958953857422,228.34727968813561,226.28686151162026,228.23778864704394,31759200,AAPL
2024-10-14,230.228515625,230.65651637799863,227.54102629778745,227.64055393917852,39882100,AAPL
2024-10-15,232.76669311523438,236.38983016358188,231.29353829774286,232.527799450427,64751400,AAPL
2024-10-16,230.70628356933594,231.0447048824563,228.7752681420796,230.52712470524975,34082200,AAPL
2024-10-17,231.07456970214844,232.76670668063704,229.4521309302649,232.348638945834,32993800,AAPL
2024-10-18,233.91136169433594,235.0858880500012,232.92594240501305,235.0858880500012,46431500,AAPL
2024-10-21,235.384521484375,235.75281781754072,233.36392650842956,233.36392650842956,36254500,AAPL
2024-10-22,234.76739501953125,235.12572795126604,231.52250221800776,232.80651969699693,38846600,AAPL
2024-10-23,229.69100952148438,234.05072423456664,226.7049068825192,232.99563706556216,52287000,AAPL
2024-10-24,229.5019073486328,229.75074924052936,227.35190975750177,228.9146289407981,31109500,AAPL
2024-10-25,230.33799743652344,232.1396101862481,228.50652487676712,228.6757355296476,38802300,AAPL
2024-10-28,232.31878662109375,233.6426273223557,231.4727332926884,232.23917058038825,36087100,AAPL
2024-10-29,232.58753967285156,233.24448591818899,231.24380255804743,232.02018805231754,35417200,AAPL
2024-10-30,229.0340576171875,232.3884410824897,228.48660247896706,231.53242446311825,47070900,AAPL
2024-10-31,224.8634796142578,228.76531846185907,224.32597264925337,228.27758291037028,64370100,AAPL
2024-11-01,221.8773651123047,224.30606415529357,219.2495956140762,219.94634980146594,65276700,AAPL
2024-11-04,220.98153686523438,221.75792231303782,218.69220372782075,219.96627293386246,44944500,AAPL
2024-11-05,222.4148712158203,222.91255498009295,220.11557465497725,220.7725208689619,28111300,AAPL
2024-11-06,221.68824768066406,225.02273483375984,220.16533664224426,221.57875664968802,54561100,AAPL
2024-11-07,226.42620849609375,226.82436463330757,223.52970043689453,223.5894200604507,42137700,AAPL
2024-11-08,226.15716552734375,227.8511489598711,225.60910803907555,226.366414165256,38328800,AAPL
2024-11-11,223.4368133544922,224.90161465065876,220.7164746065314,224.20409384410638,42005600,AAPL
2024-11-12,223.4368133544922,224.79200315214243,222.5698957238352,223.75568869738083,40398300,AAPL
2024-11-13,224.32366943359375,225.8482560889112,221.97201694486657,223.21759527142092,48566200,AAPL
2024-11-14,227.4127197265625,228.06041440281584,224.204108600429,224.2240421118748,44923900,AAPL
2024-11-15,224.20408630371094,226.1172926822584,223.47667285882866,225.59912786989784,47923700,AAPL
2024-11-18,227.21340942382812,228.92732633570628,224.3734848929754,224.45320372664565,44633700,AAPL
2024-11-19,227.4724884033203,229.34584301691135,225.8582238051146,226.17708394083317,36211800,AAPL
2024-11-20,228.18994140625,229.11664435033194,225.0909420304879,227.25326410482543,35169600,AAPL
2024-11-21,227.71163940429688,229.34583747298603,224.9115819089953,228.07036655131708,42108300,AAPL
2024-11-22,229.05685424804688,229.9038535446,227.2532593649619,227.2532593649619,38168300,AAPL
2024-11-25,232.04624938964844,232.42491005721112,228.92733167542056,230.64124862727573,90152800,AAPL
2024-11-26,234.22850036621094,234.73670603206307,232.50462429580293,232.50462429580293,45986200,AAPL
2024-11-27,234.09896850585938,234.85628986853752,232.9829351774668,233.640604190904,33498400,AAPL
2024-11-29,236.490478515625,236.96877632211965,233.14236346053607,233.97938842310504,28481400,AAPL
2024-12-02,238.7424774169922,239.93822952974793,236.32108052902282,236.4306920263062,48137100,AAPL
2024-12-03,241.79165649414062,241.90126799408412,238.05492154808562,238.96170621081686,38861000,AAPL
2024-12-04,242.150390625,243.2465056559754,240.3966217802532,242.01088645785893,44383900,AAPL
2024-12-05,242.18026733398438,243.6749612569442,241.27349790971317,243.12691898237586,40033900,AAPL
2024-12-06,241.98097229003906,243.7646488451358,241.2236661935451,242.0507319698173,36870600,AAPL
2024-12-09,245.8771514892578,246.36542364679892,240.89483838917155,240.97455722335047,44649200,AAPL
2024-12-10,246.8935546875,247.33200068563022,244.47214254503118,246.0166626912396,36914800,AAPL
2024-12-11,245.61807250976562,249.91282389632013,245.38887516358946,247.0828737526952,45205800,AAPL
2024-12-12,247.0828857421875,247.8601253939288,244.81093690846672,246.01666340683192,32777500,AAPL
2024-12-13,247.2522735595703,248.40815863747187,245.36895982515324,246.9433725816478,33155300,AAPL
2024-12-16,250.15196228027344,250.49077111704125,246.7739547032778,247.11276354004562,51694800,AAPL
2024-12-17,252.58334350585938,252.93211150871377,248.89643481128522,249.1953766416157,51356400,AAPL
2024-12-18,247.1725616455078,253.38051965426092,246.86366065893745,251.26802371656945,56774100,AAPL
2024-12-19,248.90640258789062,251.1085917693189,246.21595643132494,246.6245097734382,60882300,AAPL
2024-12-20,253.5897979736328,254.09798847685343,244.82092317346877,247.16260139536695,147495300,AAPL
2024-12-23,254.36703491210938,254.74568039470608,252.55346551957817,253.8688035675433,40858800,AAPL
2024-12-24,257.28668212890625,257.2966260773909,254.386956808638,254.58626151312842,23234700,AAPL
2024-12-26,258.1037292480469,259.1799258751944,256.7186620602343,257.27667867815336,27237100,AAPL
2024-12-27,254.68588256835938,257.78489719249416,252.16483330495137,256.917949151404,42355300,AAPL
2024-12-30,251.30787658691406,252.60328106925755,249.86300878941353,251.33776924994547,35557500,AAPL
2024-12-31,249.5341796875,252.38406352835983,248.54767617168994,251.5470385357527,39480700,AAPL
2025-01-02,242.9874267578125,248.21885574509324,240.96460876578237,248.0494437119358,55740700,AAPL
2025-01-03,242.49916076660156,243.31625226562878,241.03435939639962,242.49916076660156,40244100,AAPL
2025-01-06,244.1333465576172,246.45510633108967,242.33971076643533,243.4457849039297,45045600,AAPL
2025-01-07,241.3532257080078,244.681407317594,240.496267218822,242.12049100282684,40856000,AAPL
2025-01-08,241.84146118164062,242.84789810210984,239.20084146962273,241.06422159829904,37628900,AAPL
2025-01-10,236.01217651367188,239.31046533751606,232.1757893628752,239.16098682233465,61710900,AAPL
2025-01-13,233.5708465576172,233.8398957390806,228.90740850459227,232.7039288898965,49630700,AAPL
2025-01-14,232.45480346679688,235.28475371553364,231.6476711610837,233.91960476413306,39435300,AAPL
2025-01-15,237.02854919433594,238.11470496290485,233.60071548412043,233.80997931617492,39832000,AAPL
2025-01-16,227.4525604248047,237.1680713225123,227.22337827123218,236.51041752509497,71759100,AAPL
2025-01-17,229.16647338867188,231.4682996512766,227.67177943063626,231.2989028272768,68488300,AAPL
2025-01-21,221.85243225097656,223.62613445935494,218.6039696546368,223.20762199269615,98070400,AAPL
2025-01-22,223.03822326660156,223.32719072748344,219.0125058897086,219.0125058897086,64126500,AAPL
2025-01-23,222.8688507080078,226.2269251350915,221.51366083038826,223.94503224654224,60234800,AAPL
2025-01-24,221.991943359375,224.831867935065,220.6267944226493,223.9848686181573,54697900,AAPL
2025-01-27,229.04689025878906,231.32878288695173,223.18768539696657,223.22755241503756,94863400,AAPL
2025-01-28,237.4171905517578,239.3403714135585,229.99354669273774,230.03341371427896,75707600,AAPL
2025-01-29,238.5133056640625,239.01153699982427,233.1822242894862,233.2918357915463,45486100,AAPL
2025-01-30,236.74954223632812,239.93821947161274,236.37089679279623,237.825723654139,55658300,AAPL
2025-01-31,235.16519165039062,246.31561143302469,232.61424963135997,246.31561143302469,100959800,AAPL
2025-02-03,227.2034454345703,231.00994009075862,224.90161912474946,229.1764524471141,73063300,AAPL
2025-02-04,231.97650146484375,232.3053359547129,225.84824721606736,226.44613087124998,45067300,AAPL
2025-02-05,231.64767456054688,231.84696405052938,227.46253445166022,227.72160926815613,39620300,AAPL
2025-02-06,232.39501953125,232.9729696905443,229.61488023403817,230.47183871784506,29925300,AAPL
2025-02-07,226.8247833251953,233.1722451327125,226.4560818290891,231.77720359418535,39707200,AAPL
2025-02-10,227.0941162109375,230.02693972945139,226.64521806905947,229.0094413336025,33115600,AAPL
2025-02-11,232.052001953125,234.6556296697615,227.57297502290857,227.64279618723114,53718400,AAPL
2025-02-12,236.29161071777344,236.38140252594314,230.11672290007743,230.63545743654387,45243300,AAPL
2025-02-13,240.94024658203125,241.74826634141837,234.99480784534867,236.33153226758247,53614100,AAPL
2025-02-14,244.00274658203125,244.9504238462646,240.40156080072015,240.66092045804314,40896200,AAPL
2025-02-18,243.87306213378906,244.58131995427482,241.2494791133952,243.55383619329416,48822500,AAPL
2025-02-19,244.27207946777344,245.40929524371262,242.56626341463,244.06260076305156,32204200,AAPL
2025-02-20,245.229736328125,246.1774135823035,243.69348816231408,244.34191013103748,32316900,AAPL
2025-02-21,244.95042419433594,248.08275639920348,244.6212281548445,245.34944139409683,53197400,AAPL
2025-02-24,246.49664306640625,248.25234005966587,243.82317911276243,244.3319283268952,51326400,AAPL
2025-02-25,246.43678283691406,249.38956194785018,244.3119941197594,247.3944454522674,48013300,AAPL
2025-02-26,239.77308654785156,244.3818005030484,238.5460942392985,243.7333937698084,44433600,AAPL
2025-02-27,236.72056579589844,241.86796980219768,236.48114634623442,238.82541422357912,41153600,AAPL
