Date,Actual,ARIMA,RF,ETS
2024-01-02,45.52052688598633,261.7094133583002,157.53848236083985,45.463296679781216
2024-01-03,45.45071029663086,261.8009874677259,65.92828926086426,46.09376979479247
2024-01-04,45.68010330200195,261.82099043981907,60.9467768351237,45.87842954494753
2024-01-05,46.18876647949219,261.8253578277346,59.04344576517741,47.195324617502294
2024-01-08,48.41293716430664,261.8263114792131,58.7351721572876,46.569422850322994
2024-01-09,49.05126190185547,261.82651970731825,58.149785448710126,48.247091479074285
2024-01-10,48.66227722167969,261.8265651736271,57.09818655649821,49.5475821634026
2024-01-11,49.88905334472656,261.8265751015289,55.56575270334879,49.09764823023313
2024-01-12,49.3903694152832,261.826577269359,54.155081850687665,51.30737408148364
2024-01-16,49.829219818115234,261.8265777427206,52.38058753967285,49.836114466437365
2024-01-17,49.13105010986328,261.82657784608256,50.00096715291341,49.80733777297711
2024-01-18,50.75678253173828,261.8265778686524,50.95160512288412,49.73835187980451
2024-01-19,53.52951049804688,261.8265778735806,52.75683703104655,51.015081495097796
2024-01-22,53.31007766723633,261.82657787465695,53.06213044484456,54.78789756461538
2024-01-23,53.52951049804688,261.826577874892,53.45480531056722,53.70632861618246
2024-01-24,52.681732177734375,261.82657787494327,52.881340929667154,53.510212899522706
2024-01-25,53.17045211791992,261.82657787495447,53.37946886698405,53.29001914298414
2024-01-26,53.32005310058594,261.8265778749569,53.66155778249105,53.51319069190641
2024-01-29,54.75628280639648,261.8265778749574,54.52206611633301,54.794896823664736
2024-01-30,56.51168441772461,261.82657787495754,55.89792568206787,55.015184671385924
2024-01-31,56.18254470825195,261.82657787495754,56.2635977935791,56.33659706401021
2024-02-01,59.30434036254883,261.82657787495754,58.93431494394938,56.72129034350748
2024-02-02,61.30908966064453,261.82657787495754,60.71368354797363,59.40635494827405
2024-02-05,61.41880416870117,261.82657787495754,60.901060040791826,62.597161400201045
2024-02-06,58.96523284912109,261.82657787495754,59.70040570576986,61.767080298371866
2024-02-07,60.580997467041016,261.82657787495754,60.64466335296631,59.14616191788909
2024-02-08,61.50856018066406,261.82657787495754,61.48798207600912,60.972988308208336
2024-02-09,63.35372161865234,261.82657787495754,62.27847560882569,61.773474352957535
2024-02-12,61.15947341918945,261.82657787495754,62.016443265279136,64.65669632273655
2024-02-13,62.36631393432617,261.82657787495754,62.395005518595376,61.691586602398914
2024-02-14,64.79991912841797,261.82657787495754,63.59987101236979,62.237925554337444
2024-02-15,62.67549896240234,261.82657787495754,62.84595152537028,65.08493907687955
2024-02-16,62.80515670776367,261.82657787495754,63.338850072224936,63.17959860130971
2024-02-20,61.85765075683594,261.82657787495754,62.73718700408936,64.26074948531948
2024-02-21,58.396732330322266,261.82657787495754,60.309174613952635,62.28230537002736
2024-02-22,62.7353401184082,261.82657787495754,62.6228982035319,58.641103950225755
2024-02-23,62.53586959838867,261.82657787495754,62.89809019724528,62.872738543491025
2024-02-26,66.13640594482422,261.82657787495754,64.69807955423991,62.84805635473079
2024-02-27,66.09651947021484,261.82657787495754,65.86143287658692,67.26731766649102
2024-02-28,65.92696380615234,261.82657787495754,66.34973832448324,66.4058783610184
2024-02-29,67.44298553466797,261.82657787495754,67.14574164072673,65.87297527062118
2024-03-01,70.3852767944336,261.82657787495754,69.17037849426269,67.78776518873248
2024-03-04,71.50233459472656,261.82657787495754,71.18202253977458,70.44001358481079
2024-03-05,69.83668518066406,261.82657787495754,70.3220475769043,72.8158119493338
2024-03-06,71.80154418945312,261.82657787495754,70.84636741638184,70.29120296267213
2024-03-07,71.90128326416016,261.82657787495754,71.81102897644043,71.56929857941918
2024-03-08,69.18842315673828,261.82657787495754,70.1594369506836,72.34315066032461
2024-03-11,66.82460021972656,261.82657787495754,68.34092761993408,69.7216735356662
2024-03-12,72.13067626953125,261.82657787495754,70.17891857147217,68.45943744678577
2024-03-13,73.17792510986328,261.82657787495754,72.5934141031901,72.0039490326162
2024-03-14,73.72649383544922,261.82657787495754,73.29634440104167,72.96266152884513
2024-03-15,73.96587371826172,261.82657787495754,73.29590100606282,74.11999594082033
2024-03-18,76.96402740478516,261.82657787495754,75.88346389770508,74.23354410023057
2024-03-19,76.88419342041016,261.82657787495754,77.36555623372396,78.11349316233861
2024-03-20,77.66239929199219,261.82657787495754,78.04033813476562,77.16942327401318
2024-03-21,81.92267608642578,261.82657787495754,80.3379933420817,77.49706076408556
2024-03-22,82.31178283691406,261.82657787495754,81.92559725443522,81.99752136953892
2024-03-25,81.7630386352539,261.82657787495754,81.58221267700195,82.53479795776222
2024-03-26,82.48140716552734,261.82657787495754,81.9889712270101,83.20476409379928
2024-03-27,80.82518005371094,261.82657787495754,81.2363107808431,82.71606308873406
2024-03-28,81.48367309570312,261.82657787495754,81.4410296122233,80.85464447803008
2024-04-01,80.2165756225586,261.82657787495754,80.58091166178386,81.87088109292769
2024-04-02,80.58573913574219,261.82657787495754,81.00886072794596,80.59361547528073
2024-04-03,85.15528106689453,261.82657787495754,83.69727933247884,81.94820659975883
2024-04-04,80.50591278076172,261.82657787495754,82.1575883992513,85.04312748303322
2024-04-05,85.14530181884766,261.82657787495754,84.21377265930175,80.74954000323596
2024-04-08,83.9580307006836,261.82657787495754,83.77709696451824,85.20086892860171
2024-04-09,81.61338806152344,261.82657787495754,82.71391698201498,84.29126411914275
2024-04-10,84.57659912109375,261.82657787495754,83.63640449523926,83.19358668390436
2024-04-11,86.14302825927734,261.82657787495754,84.97594202677409,84.60808717946229
2024-04-12,83.69861602783203,261.82657787495754,85.27631561279297,85.85957356938982
2024-04-15,80.48595428466797,261.82657787495754,81.79170272827149,84.30287242243492
2024-04-16,82.17210388183594,261.82657787495754,81.51139625549317,81.0244177428902
2024-04-17,81.69319152832031,261.82657787495754,82.25304967244466,83.41294660611314
2024-04-18,80.82518005371094,261.82657787495754,81.41288785298666,81.9759977780509
2024-04-19,74.8388671875,261.82657787495754,78.20181528727214,80.7549187342953
2024-04-22,75.89645385742188,261.82657787495754,75.8701752726237,75.74453752554187
2024-04-23,78.9893798828125,261.82657787495754,78.11005968729656,76.07846472925635
2024-04-24,84.37705993652344,261.82657787495754,82.74385381062825,80.06440911760161
2024-04-25,90.14388275146484,261.82657787495754,87.4958140818278,84.133993561668
2024-04-26,93.2767105102539,261.82657787495754,90.94428891499837,89.45774744959887
2024-04-29,94.58372497558594,261.82657787495754,93.52358899434408,93.35498182201921
2024-04-30,92.78782653808594,261.82657787495754,92.50808970133464,94.68095257152473
2024-05-01,88.31804656982422,261.82657787495754,91.00565940856933,94.27735737244228
2024-05-02,91.95972442626952,261.82657787495754,91.17257649739584,88.94837444213177
2024-05-03,92.79781341552734,261.82657787495754,93.35744183858236,91.52121389536721
2024-05-06,97.03811645507812,261.82657787495754,95.91115132649739,93.08233570323826
2024-05-07,94.69346618652344,261.82657787495754,94.94863037109376,96.89279328798942
2024-05-08,97.4571533203125,261.82657787495754,96.28293111165364,96.20003416005433
2024-05-09,97.71656036376952,261.82657787495754,97.19811175028484,97.46683401266331
2024-05-10,95.1823501586914,261.82657787495754,96.2601271057129,97.50958303122198
2024-05-13,94.58372497558594,261.82657787495754,95.29277127583822,95.76725096330269
2024-05-14,98.50475311279295,261.82657787495754,97.35286000569661,94.86561107212478
2024-05-15,104.36136627197266,261.82657787495754,101.39298830668132,99.50362891911301
2024-05-16,97.06804656982422,261.82657787495754,99.80217023213704,104.05840563341236
2024-05-17,96.58912658691406,261.82657787495754,96.66291323343913,97.47038161735857
2024-05-20,99.09341430664062,261.82657787495754,97.85661493937174,97.040684246523
2024-05-21,98.90384674072266,261.82657787495754,99.12059315999349,99.09163447306751
2024-05-22,99.9015655517578,261.82657787495754,99.5617222849528,100.2205886347493
2024-05-23,101.009033203125,261.82657787495754,100.2719059753418,100.02737319717882
2024-05-24,105.9277801513672,261.82657787495754,103.63962860107422,100.72124368536649
2024-05-28,104.92008209228516,261.82657787495754,105.40393974304199,105.85626458314364
2024-05-29,102.97454071044922,261.82657787495754,103.69951934814453,105.16998628020738
2024-05-30,102.0466537475586,261.82657787495754,102.43532793680826,104.45708347200379
2024-05-31,97.84626007080078,261.82657787495754,99.73671109517416,102.34353861633802
2024-06-03,95.8907241821289,261.82657787495754,96.5262104288737,98.01471027980917
2024-06-04,91.8799057006836,261.82657787495754,93.37602684020996,96.42736023722463
2024-06-05,96.8585205078125,261.82657787495754,95.69448170979818,92.41614176953779
2024-06-06,87.79923248291016,261.82657787495754,90.91425877888997,97.75569896699129
2024-06-07,87.4799575805664,261.82657787495754,88.47827145894368,88.71886037362133
2024-06-10,91.09171295166016,261.82657787495754,90.1463520304362,87.34877373009775
2024-06-11,89.09627532958984,261.82657787495754,88.6956310780843,91.1107803385062
2024-06-12,89.96427154541016,261.82657787495754,89.94215766906738,89.40293973218975
2024-06-13,95.0925521850586,261.82657787495754,93.19750289916992,91.17778202546828
2024-06-14,91.27129364013672,261.82657787495754,91.52956967671712,94.82073238261178
2024-06-17,89.37012481689453,261.82657787495754,89.50264292399089,91.33266913971879
2024-06-18,95.14849853515624,261.82657787495754,93.48563084920248,89.86732683578612
2024-06-20,90.30824279785156,261.82657787495754,91.31540435791015,94.82640569537975
2024-06-21,90.43798065185548,261.82657787495754,89.88110913594564,91.94838154490893
2024-06-24,88.96094512939453,261.82657787495754,89.80414431254069,90.6174396474226
2024-06-25,91.53575897216795,261.82657787495754,90.8796275583903,88.84854650423654
2024-06-26,86.8352279663086,261.82657787495754,87.54026054382324,91.62738535178947
2024-06-27,86.70548248291016,261.82657787495754,86.8710136159261,87.35947873846224
2024-06-28,86.39610290527344,261.82657787495754,86.92048212687175,88.00173267044468
2024-07-01,86.48593139648438,261.82657787495754,87.06639628092448,86.57080948921843
