Date,Actual,ARIMA,RF,ETS
2024-01-02,165.38279724121094,294.7378787026144,289.70604014078776,165.38295527596497
2024-01-03,164.6619873046875,294.71351446928975,179.33616521199545,165.7370888070625
2024-01-04,165.75469970703125,294.7178205738471,169.2996782430013,165.35020873486633
2024-01-05,166.58633422851562,294.7170595204078,168.4070302327474,166.5933639174779
2024-01-08,166.34458923339844,294.7171940306145,167.98701278686522,167.01999975761157
2024-01-09,165.02944946289062,294.71717025646683,168.1395977783203,166.59856426709166
2024-01-10,165.37759399414062,294.71717445875544,168.17330042521158,165.37089694746183
2024-01-11,164.68133544921875,294.717173716443,167.38092519124348,166.0530355618025
2024-01-12,163.47256469726562,294.7171738475689,165.16812571207683,165.50728371108
2024-01-16,162.44754028320312,294.7171738244062,163.8643354288737,163.89357785756587
2024-01-17,161.5772247314453,294.7171738284978,162.75675272623698,162.68892618797867
2024-01-18,161.8963623046875,294.717173827775,162.40413187662762,161.9061460509958
2024-01-19,164.6909942626953,294.7171738279026,163.89773005167643,162.55934030156183
2024-01-22,164.49758911132812,294.7171738278801,164.74624247233072,165.5045412296635
2024-01-23,163.41456604003906,294.7171738278841,163.92816930135092,164.9062630383198
2024-01-24,164.87472534179688,294.7171738278834,164.40895411173503,163.64367441986937
2024-01-25,167.23422241210938,294.7171738278835,166.20645696004232,165.1914304998287
2024-01-26,166.59600830078125,294.7171738278835,166.50546106974284,167.88504534789337
2024-01-29,167.03114318847656,294.7171738278835,166.9503079223633,167.39746098535883
2024-01-30,170.45436096191406,294.7171738278835,169.25352996826172,167.4277832832832
2024-01-31,168.60739135742188,294.7171738278835,168.95415227254233,170.67149566834118
2024-02-01,167.99815368652344,294.7171738278835,168.5048351542155,168.91218279841982
2024-02-02,168.9651641845703,294.7171738278835,169.3510011291504,168.63712240777852
2024-02-05,168.74276733398438,294.7171738278835,169.0595198059082,169.75482192049608
2024-02-06,169.32293701171875,294.7171738278835,169.35247131347657,169.12767152511898
2024-02-07,169.64205932617188,294.7171738278835,169.71926142374676,169.52839440126257
2024-02-08,169.03286743164062,294.7171738278835,169.54643854777018,169.9352318544562
2024-02-09,169.23593139648438,294.7171738278835,169.61960556030274,169.66027536830805
2024-02-12,169.99017333984375,294.7171738278835,170.36225474039713,170.0140861249936
2024-02-13,168.5106658935547,294.7171738278835,169.6703665669759,170.3636320503335
2024-02-14,170.22227478027344,294.7171738278835,170.5378397623698,168.70473505603604
2024-02-15,173.9355926513672,294.7171738278835,172.7435570780436,170.5041159575029
2024-02-16,173.123291015625,294.7171738278835,173.30982065836588,174.5517258720142
2024-02-20,173.80018615722656,294.7171738278835,173.95101608276366,173.89022747979914
2024-02-21,174.93161010742188,294.7171738278835,174.7986758931478,174.16248264782385
2024-02-22,177.03001403808594,294.7171738278835,176.28941919962566,175.11457289789985
2024-02-23,177.91966247558594,294.7171738278835,177.561325785319,177.3008043868052
2024-02-26,177.3104248046875,294.7171738278835,177.34004943847657,178.52480006953323
2024-02-27,177.3974609375,294.7171738278835,177.39911900838217,178.06642066680803
2024-02-28,178.29678344726562,294.7171738278835,177.95948532104492,177.74887153385865
2024-02-29,179.92135620117188,294.7171738278835,179.1508060201009,178.4689147720038
2024-03-01,179.1767578125,294.7171738278835,180.01647338867187,180.18136920901793
2024-03-04,180.52088928222656,294.7171738278835,180.01524642944335,179.77117196156445
2024-03-05,182.32920837402344,294.7171738278835,182.14852813720702,181.26621529843013
2024-03-06,183.27685546875,294.7171738278835,182.8090066019694,182.67000248698855
2024-03-07,181.6716461181641,294.7171738278835,182.40056686401368,183.43842341277835
2024-03-08,182.0100860595703,294.7171738278835,182.15707244873047,181.9211485613478
2024-03-11,182.0777740478516,294.7171738278835,182.33354853312176,182.59404219493643
2024-03-12,183.57662963867188,294.7171738278835,183.14963623046876,182.81269435429925
2024-03-13,185.0658569335937,294.7171738278835,184.42342681884764,183.90707004474805
2024-03-14,181.76834106445312,294.7171738278835,183.8783420308431,185.21712289818754
2024-03-15,184.0214691162109,294.7171738278835,183.9231022644043,182.00759313378498
2024-03-18,186.3036193847656,294.7171738278835,185.85724604288737,184.59522603967642
2024-03-19,187.3963317871093,294.7171738278835,187.32325988769531,187.02839149863053
2024-03-20,189.8525238037109,294.7171738278835,188.959047088623,187.7166747674382
2024-03-21,192.492431640625,294.7171738278835,191.35172688802083,189.99374273522562
2024-03-22,190.1329803466797,294.7171738278835,191.38566543579103,192.72168698665067
2024-03-25,188.39236450195312,294.7171738278835,188.689444732666,190.6967906022295
2024-03-26,189.2723083496093,294.7171738278835,188.47134882609046,189.10723965745171
2024-03-27,192.9372711181641,294.7171738278835,191.5040766398112,189.58280384580902
2024-03-28,193.69155883789065,294.7171738278835,193.06213877360025,193.0686917611328
2024-04-01,192.3764038085937,294.7171738278835,192.44004633585612,193.911064852171
2024-04-02,192.299057006836,294.7171738278835,192.46479446411132,192.9305135146875
2024-04-03,191.75753784179688,294.7171738278835,191.90983642578124,193.00428013869706
2024-04-04,190.29855346679688,294.7171738278835,190.88674591064452,192.05842963116015
2024-04-05,192.04931640625,294.7171738278835,192.02762420654298,190.4204183893183
2024-04-08,193.05113220214844,294.7171738278835,192.68722595214842,192.25931439616232
2024-04-09,191.75750732421875,294.7171738278835,191.77191299438476,193.59578144939832
2024-04-10,190.1234741210937,294.7171738278835,190.74169143676758,192.4533173295931
2024-04-11,190.0845489501953,294.7171738278835,188.92054962158204,190.41499984931588
