Date,Actual,ARIMA,RF,ETS
2024-01-02,344.40057373046875,575.9169051891275,571.1286779785156,348.8772257715575
2024-01-03,342.59051513671875,575.4719415012524,428.46534627278646,349.48545231956433
2024-01-04,345.2260131835937,575.607887615814,425.3745068359375,348.311252085182
2024-01-05,350.0297241210937,575.566365310887,423.4633202107747,350.1543131221979
2024-01-08,356.7030944824219,575.5790480663976,419.79027862548827,350.6850234464782
2024-01-09,355.4798278808594,575.5751742725226,415.31376912434894,361.6034511795051
2024-01-10,368.44866943359375,575.5763574759267,410.0165715535482,360.0342637538013
2024-01-11,367.6530456542969,575.5759960865489,400.61615488688153,373.6521797823782
2024-01-12,372.44677734375,575.5761064667946,389.86708557128907,372.07700626898486
2024-01-16,365.4550476074219,575.5760727518394,384.69859517415364,372.6103032521682
2024-01-17,366.3601379394531,575.5760830498615,370.18946329752606,369.8758837410481
2024-01-18,374.0777893066406,575.5760799043951,374.2487219238281,370.4470008378462
2024-01-19,381.3578796386719,575.5760808651683,379.5384173583984,378.8253763639657
2024-01-22,379.6969909667969,575.5760805717042,380.78726491292315,385.33727658288365
2024-01-23,383.0982666015625,575.5760806613408,383.83861877441404,379.42702985361694
2024-01-24,388.56829833984375,575.5760806339626,387.0733932495117,387.0964161722623
2024-01-25,391.0347595214844,575.5760806423252,390.6128088378906,392.24300628989016
2024-01-26,391.9895324707031,575.5760806397709,391.8190301513672,395.3804607853672
2024-01-29,398.83197021484375,575.5760806405511,396.6998728434245,395.5770567973656
2024-01-30,397.8772277832031,575.5760806403129,398.2669145711263,398.17990018910245
2024-01-31,388.0113220214844,575.5760806403856,394.20873046875,401.5027889917957
2024-02-01,392.6260070800781,575.5760806403634,402.9902173868815,391.32272503648653
2024-02-02,472.3984069824219,575.5760806403702,446.7736513264974,396.61745512354554
2024-02-05,456.90338134765625,575.5760806403681,458.6026920572917,475.6405034714361
2024-02-06,452.2389526367188,575.5760806403687,454.296124165853,455.91449140559695
2024-02-07,467.0278625488281,575.5760806403686,464.47077575683596,455.5360856346032
2024-02-08,467.43560791015625,575.5760806403686,467.5150396728516,470.0190202055736
2024-02-09,465.555908203125,575.5760806403686,468.4067544555664,471.1147907415168
2024-02-12,466.3416442871094,575.5760806403686,466.53732014973957,468.49351920043614
2024-02-13,457.6095275878906,575.5760806403686,461.3350284830729,465.05585496667635
2024-02-14,470.6977233886719,575.5760806403686,469.197270304362,460.617158939427
2024-02-15,481.3890380859375,575.5760806403686,476.60282755533854,473.4065921801557
2024-02-16,470.7374877929688,575.5760806403686,473.73181701660155,484.79296538437035
2024-02-20,469.1760864257813,575.5760806403686,469.4941632080078,473.4067017624343
2024-02-21,465.9702453613281,575.5760806403686,467.4622235107422,467.6285871730427
2024-02-22,483.9906311035156,575.5760806403686,478.4539786783854,468.72268756013244
2024-02-23,481.89984130859375,575.5760806403686,481.02088928222656,486.450668746358
2024-02-26,479.619873046875,575.5760806403686,479.6996017456055,485.06113729599593
2024-02-27,484.9065246582031,575.5760806403686,484.18691263834637,482.05250102378193
2024-02-28,481.8898620605469,575.5760806403686,483.660458984375,483.1283340455852
2024-02-29,487.9729919433594,575.5760806403686,485.78050608317056,484.417360960608
2024-03-01,500.0894470214844,575.5760806403686,494.8579376220703,490.2136906956479
2024-03-04,495.9975280761719,575.5760806403686,495.8374784342448,503.0368688851004
2024-03-05,488.0625915527344,575.5760806403686,491.4540808105469,498.2216110615419
2024-03-06,493.90673828125,575.5760806403686,492.1896010335286,486.08105202057305
